main_ingredients,estimated_cooking_time_minutes,ingredient_count,complexity_score,difficulty
"cashew nuts,ginger,bay leaves (tej patta),cardamom (elaichi) podsseeds,ghee,raisins,sugar,cinnamon stick (dalchini),govind bhog rice,turmeric powder,cloves (laung),sunflower oil",50,12,2,4
"salt,tahini,ginger,coriander (dhania) leaves,virgin olive oil,lemon",10,6,0,1
"salt,wheat flour,methi leaves (fenugreek leaves),ajwain (carom seeds),curd,cumin seeds (jeera)",35,6,0,1
"salt,bean sprouts,cloves garlic,virgin olive oil,broccoli,soy sauce low sodium,red chilli flakes ( preference),green bell pepper (capsicum),button mushrooms (you can type mushrooms you prefer)",25,9,1,2
"salt,methi leaves (fenugreek leaves),green peas (matar),red chilli powder,onion,coriander powder,potato (aloo),turmeric powder,garam masala powder,sunflower oil",25,10,0,1
"lemon,salt,tahini,beetroots,cloves garlic,basil leaves,virgin olive oil,kabuli chana (white chickpeas),black pepper powder",390,9,1,3
"tomato,salt,kashmiri red chilli powder,mustard oil,ajwain (carom seeds),fennel powder,dry ginger powder,cumin seeds (jeera),garam masala powder kashmiri,turmeric powder,paneer cubes",30,11,1,3
"tomato,salt,iceberg lettuce,onion,lemon,red cabbage",15,6,0,1
"tomato,salt,yellow moong dal (split),ginger,green chilli,coconut,asafoetida (hing),water,baking soda,curry leaves,white urad dal (split),cumin seeds (jeera),black pepper powder,turmeric powder,sunflower oil",210,15,0,4
"cheese,salt,wheat brown bread,corn flour,spinach leaves (palak) finely,milk,cloves garlic,black peppercorns,red chilli flakes,onion,butter",30,11,2,4
"heavy whipping cream,chocolate cake,water,sugar,vanilla ice,rose essence drops,decorative sugar (cake candy s),mixed nuts",540,8,1,3
"salt,red chilli powder,sooji (semolina rava),rice flour,turmeric powder,prawns,sunflower oil",30,7,1,2
"salt,brinjal (baingan eggsplant),red chilli powder,tamarind paste,sooji (semolina rava),turmeric powder,sunflower oil",30,7,1,2
"cumin powder (jeera),coriander (dhania) leaves,chaat masala powder,cloves garlic,onion,cumin seeds (jeera),black pepper powder,turmeric powder,green chillies,sunflower oil,salt,red bell pepper (capsicum),cardamom (elaichi) podsseeds,cashews,coconut,water,lemon,coconut milk,ginger,ghee,paneer,green peas (matar),cinnamon stick (dalchini),cloves (laung)",35,24,3,5
"salt,tartar,heavy whipping cream,eggs,sugar,vanilla,dark chocolate,butter (at ),icing sugar,sweetened",35,10,3,5
"coriander (dhania) leaves,black peppercorns,cloves garlic,carrot,coriander (dhania) seeds,onion,cumin seeds (jeera),brown sugar (demerara sugar),sunflower oil,salt,red yellow green bell pepper (capsicum),basil leaves kaffir lime leaves,green zucchini,coconut milk unsweetened,water vegetable stock,thai green curry paste,stalks lemongrass,broccoli florets,ginger,basil leaves,spring onion (bulb greens),green chillies green thai bird chillies",55,22,4,5
"salt,chaat masala powder,asafoetida,red chilli powder,mustard,hungfat,sugar,oil,peanut powder roast,cumin seeds,okra",30,11,0,2
"tomato,salt,kalonji (onion nigella seeds),green chilli,mustard seeds,fennel seeds (saunf),coriander (dhania) leaves,green peas (matar),red chilli powder,onion,phool makhana (lotus seeds),cumin seeds (jeera),methi seeds (fenugreek seeds),coriander powder,cloves (laung),garam masala powder,sunflower oil",17,17,0,4
"tomato,salt,dried green peas (vatana),sev,coriander (dhania) leaves,fennel seeds (saunf),dry red chilli,coriander (dhania) seeds,onion,pani puris,lemon,cumin seeds (jeera),green chutney (coriander mint)",30,13,0,2
"salt,wheat flour,ginger,red chilli powder,sunflower oil the erachi pathiri,curry leaves,cloves (laung) garlic,onion,chicken,coriander powder,flour (maida),turmeric powder,garam masala powder",55,13,1,4
"salt,mustard seeds,sweet corn,coriander (dhania) leaves,sesame seeds (til seeds),cumin seeds (jeera),lemon,sama flour ( millet),buckwheat flour (kuttu ka atta),enos fruit salt,curd sour,green chilli paste,sunflower oil",40,13,0,3
"salt,ginger,asafoetida (hing),coconut,mustard seeds,dry red chilli,curry leaves,onion,sunflower oil",40,9,0,1
"coriander (dhania) leaves,salt salt,sesame (white) ghee butter,ginger,green chilli,cumin powder,lemon,potatoes,black pepper powder,garam masala powder",40,10,1,3
"ginger cookies,cheese,salt,britannia,hung curd (greek yogurt),eggs,flour (maida),lemon the lemon,sugar,vanilla,lemon,caster sugar,eggs,butter",420,14,4,5
"tomato,coconut milk,cumin powder (jeera),salt,cashew nuts,coriander (dhania) leaves,green peas (matar),red chilli powder,carrot,ginger garlic paste,curry leaves,onion,cinnamon stick (dalchini),coriander powder,turmeric powder,green chillies,cauliflower (gobi) florets,sunflower oil",50,18,1,5
"double,milk,nolen gur syrup,silver bs,vanilla,nolen gur date jaggery,fruits,gelatin,milk full",280,9,0,2
"tomato,salt,coconut,black peppercorns,cloves garlic,curry leaves,dry red chillies,onion,coriander (dhania) seeds,cumin seeds (jeera),button mushrooms,turmeric powder,green chillies,sunflower oil",35,14,0,3
"salt,sunflower oil,green chilli,coconut,mustard seeds,amla (nellikai gooseberry),red chilli powder,carrot,curd,curry leaves,cumin seeds (jeera),split mustard seeds (rai kuria)",18,12,0,2
"star anis,gram poppy poppy,cinnamon,large cardamom,mustard,dry red chillies,cardamom,gram nutmeg powder,bay leaves,pepper,coriander seeds",10,11,0,2
"tomato,salt,coriander (dhania) leaves,fennel seeds (saunf),red chilli powder,water,black peppercorns,ginger garlic paste,curry leaves,onion,cumin seeds (jeera),chicken breasts,turmeric powder,sunflower oil",45,14,1,4
"orange,drops orange essence,sugar itional,dry fruits,milk,arrowroot flour,food color orange,water,baking soda,orange juice,sugar,vinegar,orange pulp,milk full",115,14,0,3
"coriander (dhania) leaves,kashmiri red chilli powder,cumin,make ginger paste,onion,cardamom,green chillies,salt,yogurt,cinnamon,salt coriander,coriander powder,garam masala powder,rice,mint,charcoal smoke,garlic,turmeric powder,ghee,cumin powder,dry kashmiri chillies,ginger garlic paste,bay leaf,mutton",90,24,2,5
"tomato,baking powder,ajwain (carom seeds),onion,cumin seeds (jeera),turmeric powder,chana dal (bengal gram dal),salt,green chilli,cloves garlic,dry red chillies,green moong dal (split),garam masala powder,wheat flour (or combination flours),sooji (semolina rava),ginger,ghee,jaggery churma,bay leaf (tej patta),black urad dal (split),coriander (dhania) leaves,cinnamon stick (dalchini)",100,22,1,5
"salt,yellow moong dal (split),ginger,dill leaves,coriander (dhania) leaves,carrot,white urad dal (split),methi seeds (fenugreek seeds),green bell pepper (capsicum),green chillies",35,10,0,1
"tomato,salt,cumin powder (jeera),ginger,arhar dal (split toor dal),green chilli,coriander (dhania) leaves,ghee sesame oil,mustard seeds,asafoetida (hing),curry leaves,lemon,cumin seeds (jeera),black pepper powder,coriander powder,turmeric powder",30,16,1,4
"ghee,oil,salt,wheat flour,sunflower oil",40,5,1,1
"pistachios,milk,water,ragi flour (finger millet nagli),badam (almond),multigrain digestive ragi biscuits,instant oats (oatmeal)",20,7,1,2
"tomato,coriander (dhania) leaves,salt,mustard oil,coconut,mustard,curry leaves,garlic,onion,asafetida,green chillies,cabbage",40,12,0,2
"salt,sambal paste,tamarind water,stalk lemongrass,wheat noodles,cloves garlic,carrot,baby corn,green chillies (remove seeds milder sambal),sugar,onion,green bell pepper (capsicum),turmeric powder,dry red chillies ( byadgi : guntur),sunflower oil",55,15,0,3
"salt,ginger,green chilli,asafoetida (hing),red chilli powder,water,gram flour (besan),curd,dry red chillies,cumin seeds (jeera),turmeric powder,green chillies,sunflower oil",90,13,0,3
"cheese,salt,baking powder,britannia,guava,water,sugar,caster sugar,flour (maida),butter,mixed nuts",50,11,2,4
"tomato,green chillies,turmeric powder,ginger,salt,rye,cumin seeds,fennel,kalonji seeds,mustard oil,asafoetida,cloves garlic,fenugreek seeds,onion,fennel seeds,lentils,green peas,garam masala powder",30,18,0,4
"salt,ginger,mustard seeds,idli,figaro pure olive oil,curry leaves,pearl onion (sambar onion),white urad dal (split),coriander (dhania) leaves,turmeric powder,green chillies",35,11,0,2
"salt,ginger,spring onion (bulb greens),soy sauce,chilli vinegar,onion,garlic,sweet corn,tofu,flour (maida),sunflower oil",50,11,1,3
"tomato,salt,cumin powder (jeera),britannia,cheese,brinjal (baingan eggsplant),milk,cloves garlic,parsley leaves,cheddar cheese,black pepper powder,button mushrooms,wheat flour corn flour (corn flour ragi flour),wheat bread crumbs",60,14,3,5
"salt,green chillies,kashmiri red chilli powder,ginger,cumin powder (jeera),mustard oil,mustard seeds,coconut,coriander powder,curry leaves,pearl onion (sambar onion),dry red chillies,garlic,methi seeds (fenugreek seeds),lemon,tamarind paste,coconut milk,turmeric powder,prawns",60,19,1,5
"salt,red chilli flakes,ginger,coriander (dhania) leaves,sesame seeds (til seeds) (black white),soba noodles,peanut butter unsweetened,carrot,spring onion (bulb greens),basil leaves,soy sauce,rice vinegar,red yellow green bell pepper (capsicum),sesame (gingelly) oil,red cabbage,sriracha sauce,black pepper powder,lemon,mint leaves (pudina)",15,19,2,5
"tomato,salt,ginger,bay leaf (tej patta),ghee,red chilli powder,cloves garlic,onion,cumin seeds (jeera),cinnamon stick (dalchini),cloves (laung),coriander powder,masoor dal,garam masala powder",30,14,1,4
"tomato,turmeric powder,cowpea,ginger,salt,green chilli,ghee,cinnamon,cumin powder,red chilli powder,ginger garlic paste,bay leaf,kasoori methi,onion,coriander powder,cloves,cumin seeds,garam masala powder",350,18,1,5
"tomato,salt,ginger,asafoetida (hing),coriander (dhania) leaves,red chilli powder,cloves garlic,onion,methi seeds (fenugreek seeds),cumin seeds (jeera),garam masala powder (or kitchen king masala),potato (aloo),turmeric powder,green chillies,sunflower oil",40,15,0,3
"salt,wheat flour,water knead,green chilli,amchur (dry mango powder),red chilli powder,onion,cumin seeds (jeera),rajma (large kidney beans),black pepper powder,horse gram dal (kollu kulith),coriander powder,garam masala powder,sunflower oil",50,14,0,3
"salt,cumin powder (jeera),hung curd (greek yogurt),red chilli powder,ginger garlic paste,onion paste,chicken breasts t,sunflower oil",50,8,1,2
"tomato,salt,ginger,cauliflower (gobi),red chilli powder,cloves garlic,coriander (dhania) leaves,onion,coriander powder,turmeric powder,garam masala powder,sunflower oil",60,12,0,2
"tomato,salt,mustard seeds,coconut,cardamom (elaichi) podsseeds,red chilli powder,cloves garlic,water,curry leaves,onion,tamarind paste,ginger paste,turmeric powder,prawns,sunflower oil",35,15,1,4
"salt,ginger,asafoetida (hing),virgin olive oil,white urad dal (split),green chillies",260,6,0,1
"salt,asafoetida (hing),poha (flattened rice),curry leaves,red khara sev,red chilli powder adjut,peanuts (moongphali),turmeric powder,chana dal (bengal gram dal),boondi,sunflower oil",40,11,0,2
"salt,ghee,sunflower oil the bhindi,red chilli powder,gram flour (besan),curd,dry red chillies,cinnamon stick (dalchini),cumin seeds (jeera),coriander powder,bhindi (lady fingerokra) destemmed,turmeric powder",45,12,1,3
"ginger,milk,loose leaf tea red label lipton assam teas,water,sugar",15,5,0,1
"yellow moong dal (split),arhar dal (split toor dal),wheat (dalia godumai rava),rice,asafoetida (hing),black peppercorns,curry leaves,coriander (dhania) seeds,dry red chillies,methi seeds (fenugreek seeds),cumin seeds (jeera),horse gram dal (kollu kulith),turmeric powder,chana dal (bengal gram dal),white urad dal",35,15,0,3
"baking powder,wheat flour,salt,bananas,sunflower oil,milk,baking soda,sugar,butterscotch chips,vanilla,eggs,cinnamon powder (dalchini)",55,12,2,4
"salt,green beans (french beans),mustard seeds,curry leaves,onion,panch phoran masala,tofu,turmeric powder,sunflower oil",40,9,1,2
"tomato,cumin powder (jeera),coriander (dhania) leaves,chaat masala powder,carrot,onion,black pepper powder,turmeric powder,green chillies,sunflower oil,salt,green chilli,poha (flattened rice),peanuts (moongphali),mustard seeds,coconut,green moong sprouts,red chilli powder,sugar,lemon,potato (aloo),curry leaves",30,22,0,5
"cashew nuts,salt,ginger,coriander (dhania) leaves,cloves garlic,onion,sesame seeds (til seeds),poppy seeds,badam (almond),black pepper powder,sunflower oil butter,button mushrooms,green chillies,garam masala powder",45,14,3,5
"salt,capsicum (green),red chilli powder,mustard,dry red chillies,oil,asafetida,coriander powder,tsp turmeric powder,lemon,cumin seeds,cabbage",20,12,0,2
"salt,eggs,milk,red chilli powder,red chilli flakes,dry ginger powder,garlic powder,basa fish finger length,black pepper powder,dried oregano,flour (maida),wheat bread crumbs,cinnamon powder (dalchini)",35,13,2,4
"salt,cumin powder (jeera),ginger,khoya (mawa),amchur (dry mango powder),red chilli powder,cloves garlic,gram flour (sattu ka atta),coriander (dhania) leaves,sugar,onion,rajma (large kidney beans),coriander powder,green chillies,garam masala powder,sunflower oil",55,16,0,4
"gond (edible gum),badam (almond),jaggery powder,ghee",30,4,2,2
"yellow bell pepper (capsicum),fish sauce,red bell pepper (capsicum),ginger,rice noodles (flat),thai basil leaves,cloves garlic,soy sauce,baby corn,spring onion (bulb greens),sriracha sauce,brown sugar (demerara sugar),green bell pepper (capsicum)",35,13,2,4
"salt,basil leaves,cloves garlic,virgin olive oil,black peppercorns,sun dried tomato drain the excess oil,parmigiano reggsiano cheese,badam (almond)",10,8,3,4
"tomato,salt,kalonji (onion nigella seeds),bay leaf (tej patta),ghee,gram flour (besan),curd,ridge gourd (turai peerkangai) dices,sugar,dry red chilli,cumin seeds (jeera),cinnamon stick (dalchini),turmeric powder,green chillies,sunflower oil",35,15,1,4
"baking powder,wheat flour,salt,carrot,baking soda,curd,sunflower oil (sunflower oil),badam (almond),vanilla,caster sugar",30,10,1,3
"salt,black salt,ginger,karela (bitter gourd pavakkai),lemon,black pepper powder,mint leaves (pudina),turmeric powder",25,8,0,1
"butter grilling,wheat brown bread,red bell pepper (capsicum),salt,red chilli flakes,carrot,classic mayonnaise (with eggs),pepper,instant oats (oatmeal),dried oregano",35,10,2,4
"salt,white pepper powder,bay leaf (tej patta),ghee,coriander (dhania) leaves,red chilli powder,ginger garlic paste,curd,dry red chillies,badam (almond),chicken,poppy seeds,onion paste ( needed),cinnamon stick (dalchini),cardamom powder (elaichi),cumin seeds (jeera),turmeric powder,cloves (laung)",95,18,3,5
"salt,mustard seeds,banana stem buttermilk,asafoetida (hing),dry red chilli,curry leaves,white urad dal (split),dry red chillies,tamarind,turmeric powder,kasuri methi (dried fenugreek leaves),sunflower oil",40,12,1,3
"salt,cloves garlic,dry red chillies,cumin seeds (jeera),peanuts (moongphali),tamarind,sunflower oil",35,7,0,1
"salt,cumin powder (jeera),chaat masala powder,red chilli powder,gram flour (besan),curd,soda,black pepper powder,flour (maida),dates length ways",25,10,0,1
"tomato,salt,ginger,rice,cardamom (elaichi) podsseeds,ghee,methi leaves (fenugreek leaves),red chilli powder,cloves garlic,onion,cinnamon stick (dalchini),coriander powder,cloves (laung),garam masala powder",30,14,1,4
"salt,green beans (french beans),mustard seeds,asafoetida (hing),carrot,butter",15,6,1,1
"tomato,turmeric powder,salt,cumin powder,red chilli powder,cloves garlic,eggsplant,water,onion,oil,black pepper powder,cinnamon powder",55,12,1,3
"chocolate shavings,bananas,instant coffee powder,avocados,decorative sugar (cake candy s),sugar,vanilla,dark chocolate,cocoa powder,coconut milk,icing sugar",60,11,0,2
"tomato,salt,green beans (french beans),wheat (dalia godumai rava),bay leaf (tej patta),coriander (dhania) leaves,red chilli powder,water,carrot,ginger garlic paste,onion,cumin seeds (jeera),turmeric powder,green chillies,garam masala powder",50,15,0,3
"baking powder,decorative sugar (cake candy s) decorate,milk,white chocolate,salted butter,baking soda,sugar,vanilla,dark chocolate,flour (maida),sunflower oil",60,11,1,3
"salt,paneer,black peppercorns,del monte mint mayo,onion,virgin olive oil some rubbing on the tomato,green bell pepper (capsicum),tomato towel dried",50,8,1,2
"tomato,turmeric powder,salt,ginger,sesame seeds oil,cloves garlic,fenugreek seeds,dry red chillies,onion,chicken,fennel seeds,gongura,sesame oil,coriander seeds,green chillies,garam masala powder",45,16,1,4
